,rent,dist,nrooms,age,size,noccup,price
10843,-362,12.0,2.0,25,69,3,124600.0
10844,462,12.0,2.0,26,69,3,133050.0
10845,381,12.0,2.0,26,60,3,130150.00000000001
10846,'501',12.0,2.0,age:25,67,3,137950.0
10847,334,12.0,2.0,32,52,,126750.0
10848,302,to center = 12,2.0,26,49,3,121649.99999999999
10849,303,,2.0,14,46,3,90450.0
10850,241,12.0,2.0,21,51,3,96900.0
10851,237,12.0,2.0,22,42,3,80500.0
10852,497,12.0,2.0,4,149,5,96300.0
10853,-406,12.0,2.0,,52,3,158300.0
10854,278,to center = 12,2.0,4,31,2,137500.0
10855,,12.0,2.0,8,35,2,90650.0
10856,,12.0,2.0,20,55,3,116550.0
10857,236,,2.0,21,113,4,76400.0
10858,253,12.0,2.0,36,113,4,78750.0
10859,-368,12.0,2.0,16,62,3,77750.0
10860,'264',12.0,2.0,13,48,3,
10861,'368',12.0,37.0,17,63,3,133200.0
10862,382,12.0,2.0,21,73,3,123000.0
10863,307,12.0,2.0,27,118,4,92450.0
10864,'266',12.0,2.0,mid,104,4,92600.0
10865,238,12.0,2.0,20,69,3,122500.00000000001
10866,411,12.0,2.0,,73,3,
10867,261,center,2.0,17,45,3,58350.0
10868,'399',to center = 12,2.0,24,68,3,120249.99999999999
10869,285,12.0,2.0,16,50,3,102699.99999999999
10870,276,12.0,2.0,36,101,4,68750.0
10871,-342,12.0,2.0,32,111,4,91050.0
10872,329,12.0,2.0,33,117,4,90350.0
10873,244,to center = 12,2.0,31,113,4,77600.0
10874,348,to center = 12,23.0,mid,92,4,98900.0
10875,274,12.0,2.0,23,100,4,91750.0
10876,342,to center = 12,2.0,32,108,4,88750.0
10877,298,to center = 12,2.0,age:38,94,4,82650.0
10878,291,,2.0,36,97,4,85000.0
10879,'464',12.0,2.0,16,79 sq.m,,130250.0
10880,355,12.0,,age:23,84,4,101200.0
10881,343,12.0,2.0,24,71,3,
10882,468,12.0,2.0,16,76,3,126000.0
10883,'468',12.0,2.0,16,78,3,133150.0
10884,'475',12.0,,15,87,4,
10885,-320,12.0,2.0,15,49,3,80850.0
10886,-273,12.0,2.0,16,49,3,72850.0
10887,242,to center = 12,,13,32,2,
10888,348,12.0,2.0,12,44,3,95400.0
10889,343,to center = 12,2.0,15,31,2,81250.0
10890,267,12.0,2.0,31,106,4,75250.0
10891,174,to center = 12,2.0,31,105,4,78850.0
10892,269,center,2.0,39,91,4,82950.0
10893,288,,2.0,37,97,4,87000.0
10894,,,2.0,37,105,4,75300.0
10895,266,12.0,2.0,32,111,4,79550.0
10896,184,,2.0,28,112,4,57499.99999999999
10897,'181',center,2.0,20,46,3,87500.0
10898,235,12.0,2.0,22,,3,60700.0
10899,'252',12.0,2.0,24,43,3,67300.0
10900,240,to center = 12,2.0,25,54,3,56250.0
10901,200,12.0,2.0,23,40,3,
10902,135,12.0,2.0,5,82,4,77100.0
10903,144,12.0,2.0,31,78,3,86700.0
10904,219,,2.0,6,101,4,61600.0
10905,,12.0,2.0,15,105,4,
10906,202,12.0,2.0,19,75,3,79900.0
10907,192,12.0,2.0,age:27,97,4,85700.0
10908,253,,2.0,9,153,5,82650.0
10909,309,12.0,2.0,32,126,4,87950.0
10910,,to center = 12,2.0,26,118,4,85400.0
10911,283,,35.0,23,135,4,88700.0
10912,-279,to center = 12,2.0,30,118 sq.m,4,91050.0
10913,197,to center = 12,2.0,26,120,4,90100.0
10914,200,12.0,2.0,31,105,4,79250.0
10915,256,to center = 12,2.0,45,79,3,88500.0
10916,256,to center = 12,2.0,52,84,4,
10917,256,12.0,2.0,38,109,4,82800.0
10918,248,12.0,2.0,38,98,4,79550.0
10919,187,12.0,2.0,34,96,4,81250.0
10920,231,12.0,2.0,33,126,4,88700.0
10921,278,12.0,33.0,32,120,4,82050.0
10922,307,12.0,2.0,30,129,,
10923,240,12.0,2.0,33,110,4,81750.0
10924,281,12.0,2.0,36,110,4,85250.0
10925,'301',12.0,2.0,31,99,4,69600.0
10926,218,12.0,2.0,32,124,4,79200.0
10927,242,12.0,2.0,34,127,4,80300.0
10928,256,,2.0,mid,114,4,79750.0
10929,165,12.0,2.0,19,63,3,
10930,178,12.0,2.0,18,87,4,83350.0
10931,224,12.0,2.0,25,64,3,91600.0
10932,357,12.0,2.0,26,113,4,89950.0
10933,297,12.0,2.0,26,117,4,89250.0
10934,206,12.0,2.0,24,122,4,55500.00000000001
10935,357,12.0,2.0,25,113,4,86550.0
10936,231,12.0,2.0,24,126,4,75850.0
10937,281,to center = 12,2.0,32,170,5,79500.0
10938,351,12.0,2.0,33,167,5,5224657.0
10939,305,12.0,2.0,32,124,4,81950.0
10940,'112',,2.0,10,80,3,75900.0
10941,,12.0,2.0,29,116,4,75950.0
10942,'237',12.0,2.0,age:16,106,4,79700.0
10943,210,12.0,2.0,31,129,4,70150.0
10944,207,12.0,2.0,16,103,4,79450.0
10945,,12.0,2.0,19,112,4,74250.0
10946,225,center,2.0,25,127,4,81750.0
10947,168,12.0,2.0,6,68,3,91650.0
10948,199,to center = 12,,14,76,3,72200.0
10949,199,to center = 12,37.0,18,74,3,81250.0
10950,269,to center = 12,2.0,39,108,4,
10951,,center,2.0,13,102,4,68750.0
10952,72,12.0,2.0,12,50,3,51249.99999999999
10953,,12.0,2.0,26,95,4,175000.0
10954,'257',to center = 12,2.0,37,71,3,117750.0
10955,133,12.0,2.0,17,50,3,102650.0
10956,,12.0,2.0,50,64,3,97700.0
10957,212,12.0,2.0,34,172,5,93600.0
10958,277,12.0,2.0,26,96,4,88400.0
10959,278,12.0,2.0,32,106,4,81500.0
10960,285,12.0,2.0,36,84,4,88600.0
10961,'237',12.0,2.0,34,99,4,85050.0
10962,269,12.0,29.0,26,73,3,93750.0
10963,523,12.0,2.0,31,58,3,144400.0
10964,251,12.0,2.0,26,44,3,118700.0
10965,314,12.0,2.0,32,64,3,97500.0
10966,294,12.0,2.0,35,68,3,94800.0
10967,'360',to center = 12,2.0,34,72,3,96350.0
10968,605,12.0,2.0,52,54,,160150.0
10969,308,12.0,2.0,37,55,3,155650.0
10970,'345',12.0,2.0,39,52,3,5679884.0
10971,353,12.0,2.0,34,64,3,102650.0
10972,'320',12.0,2.0,14,34,2,109400.00000000001
10973,216,12.0,2.0,,59,3,102350.00000000001
10974,403,12.0,2.0,16,38,3,
10975,276,12.0,2.0,22,49,3,109700.0
10976,'301',12.0,2.0,mid,44,3,69750.0
10977,'340',to center = 12,2.0,33,57,3,106900.0
10978,324,to center = 12,2.0,14,38,3,
10979,,12.0,2.0,23,,3,116550.0
10980,263,,2.0,age:26,48,3,124550.0
10981,327,to center = 12,2.0,,57,3,114799.99999999999
10982,374,12.0,2.0,22,49,3,148200.0
10983,346,12.0,2.0,30,52,3,118250.00000000001
10984,211,12.0,2.0,24,35,2,73250.0
10985,232,center,31.0,25,50,3,68900.0
10986,256,12.0,2.0,age:34,53,3,105100.0
10987,376,12.0,2.0,23,50,3,126099.99999999999
10988,397,12.0,2.0,30,58,3,123600.0
10989,267,12.0,2.0,19,46,3,126400.0
10990,'247',12.0,2.0,24,61,3,108450.0
10991,227,12.0,2.0,19,49,3,
10992,354,12.0,2.0,23,55,3,117100.0
10993,290,12.0,2.0,23,51,3,68500.0
10994,352,center,2.0,24,51,3,112500.0
10995,'376',12.0,34.0,,62,3,111500.0
10996,,12.0,2.0,23,54,3,91800.0
10997,265,12.0,2.0,20,67,3,80200.0
10998,517,12.0,2.0,27,61,3,183400.0
10999,829,12.0,2.0,25,64,3,243600.0
11000,1009,12.0,37.0,26,61,3,
11001,-703,to center = 12,2.0,,58,3,250000.49999999997
11002,404,12.0,2.0,29,,3,143300.0
11003,-492,12.0,,33,58,3,145100.0
11004,277,12.0,2.0,25,53,3,113900.0
11005,-640,center,2.0,mid,57,3,225650.0
11006,517,12.0,29.0,21,65,3,219499.99999999997
11007,859,12.0,2.0,25,57,3,250000.49999999997
11008,762,12.0,,6,64,3,240750.00000000003
11009,619,center,2.0,4,61,3,187000.0
11010,825,to center = 12,2.0,19,57,3,250000.49999999997
11011,529,12.0,20.0,32,61,3,162300.0
11012,308,12.0,2.0,,49,3,101600.0
11013,320,12.0,2.0,26,55,'3',142700.0
11014,489,to center = 12,2.0,,54,3,143900.0
11015,-539,,2.0,27,58,3,179600.0
11016,472,12.0,2.0,33,61 sq.m,3,132800.0
11017,417,to center = 12,2.0,32,52,3,140900.0
11018,,12.0,2.0,29,60,3,174750.0
11019,542,12.0,2.0,31,59,3,167300.0
11020,761,12.0,3.0,8,65,3,238550.0
11021,628,12.0,2.0,13,60,3,
11022,275,to center = 12,2.0,23,,3,115700.0
11023,303,12.0,2.0,15,48,3,82800.0
11024,-364,to center = 12,2.0,29,56,3,109050.0
11025,310,12.0,2.0,mid,119,4,111150.0
11026,439,12.0,2.0,30,63,3,110500.0
11027,290,to center = 12,2.0,31,55,3,98000.0
11028,'397',12.0,2.0,37,58,3,117850.00000000001
11029,219,center,2.0,25,47,3,110050.0
11030,178,12.0,2.0,34,55,3,99800.0
11031,'345',,2.0,26,51,3,114599.99999999999
11032,318,12.0,2.0,24,47,3,124000.0
11033,281,12.0,2.0,23,71,3,105950.00000000001
11034,-493,center,2.0,25,64,3,159250.0
11035,-434,12.0,2.0,27,60,3,135250.0
11036,409,12.0,2.0,28,60,3,137350.0
11037,,12.0,2.0,20,64,3,250000.49999999997
11038,,12.0,2.0,17,69,3,250000.49999999997
11039,627,to center = 12,2.0,22,67,3,250000.49999999997
11040,'669',12.0,2.0,19,74,3,215899.99999999997
11041,810,12.0,2.0,22,66,3,250000.49999999997
11042,-742,12.0,3.0,19,,3,228450.0
11043,'433',12.0,2.0,26,59,3,133800.0
11044,277,12.0,2.0,age:23,71,3,75000.0
11045,213,12.0,2.0,24,68,3,112799.99999999999
11046,407,12.0,28.0,25,,3,122000.0
11047,407,12.0,2.0,28,,3,117100.0
11048,'455',12.0,2.0,30,70,3,118350.0
11049,256,12.0,2.0,46,52,3,100000.0
11050,276,12.0,2.0,52,50,3,118400.0
11051,238,12.0,21.0,31,57,3,
11052,291,12.0,2.0,52,58,3,105500.0
11053,,center,39.0,23,47,3,106050.0
11054,234,12.0,2.0,25,54,3,107500.0
11055,343,12.0,2.0,16,39,3,112500.0
11056,185,12.0,,age:40,43,3,118200.0
11057,291,12.0,35.0,34,58,3,93750.0
11058,202,12.0,2.0,21,55,3,89400.0
11059,322,12.0,2.0,21,62,3,84250.0
11060,354,center,2.0,mid,45,3,86750.0
11061,280,12.0,22.0,30,52,3,93000.0
11062,263,12.0,2.0,35,75,3,95200.0
11063,,12.0,2.0,42,52,3,97250.0
11064,314,12.0,2.0,25,60,3,109949.99999999999
11065,'385',to center = 12,2.0,age:32,63,3,95150.0
11066,216,12.0,2.0,16,62,3,96900.0
11067,252,12.0,2.0,age:25,59,'3',98950.0
11068,500,12.0,2.0,26,61,3,
11069,225,12.0,2.0,19,46,3,
11070,388,,2.0,17,60 sq.m,'3',123650.0
11071,425,12.0,2.0,26,63,3,116199.99999999999
11072,,12.0,2.0,,54,3,113550.0
11073,339,12.0,2.0,23,60,3,109700.0
11074,211,12.0,2.0,34,size:79,3,76550.0
11075,374,12.0,2.0,26,63,3,124050.0
11076,303,12.0,2.0,32,54,3,117250.00000000001
11077,286,12.0,2.0,34,69,3,108349.99999999999
11078,324,12.0,2.0,40,101,4,97050.0
11079,302,12.0,2.0,26,53,3,
11080,327,12.0,2.0,35,49,3,
11081,269,12.0,2.0,age:34,52,3,115300.0
11082,499,to center = 12,2.0,9,75,3,115450.00000000001
11083,359,,2.0,24,61,3,
11084,'379',12.0,2.0,23,53,3,116300.0
11085,266,12.0,21.0,35,71,3,91400.0
11086,422,12.0,2.0,35,64,3,100400.0
11087,288,,2.0,age:33,73,3,105900.0
11088,366,12.0,2.0,21,61,3,89550.0
11089,'451',12.0,2.0,38,82,4,93750.0
11090,379,12.0,2.0,24,63,3,108100.0
11091,275,12.0,2.0,18,53,3,
11092,282,12.0,2.0,15,48,3,140050.0
11093,,12.0,2.0,10,50,3,117700.0
11094,269,12.0,2.0,26,55,3,119249.99999999999
11095,279,12.0,,,45,3,111900.0
11096,421,12.0,2.0,27,65,3,115500.0
11097,485,12.0,2.0,22,66,3,120600.0
11098,513,to center = 12,,mid,60,'3',133350.0
11099,-289,12.0,2.0,17,45,3,112500.0
11100,-453,12.0,2.0,26,69,3,115999.99999999999
11101,445,12.0,2.0,26,63,3,124700.00000000001
11102,283,12.0,2.0,26,65,3,111950.0
11103,328,12.0,2.0,34,65 sq.m,3,112350.0
11104,,12.0,2.0,34,70,3,106949.99999999999
11105,388,12.0,2.0,33,74,3,112500.0
11106,324,12.0,,31,64,3,93550.0
11107,,to center = 12,2.0,old,62,,96750.0
11108,290,to center = 12,2.0,,68,3,136500.0
11109,250,,2.0,32,65,3,93100.0
11110,242,,2.0,13,78,3,100650.0
11111,264,12.0,30.0,31,68,3,93700.0
11112,210,center,2.0,33,71,3,97550.0
11113,173,12.0,2.0,25,36,3,112500.0
11114,294,12.0,20.0,25,,3,131350.0
11115,337,12.0,2.0,23,53,3,118650.00000000001
11116,305,center,2.0,25,50,3,115700.0
11117,338,center,28.0,16,42,3,69500.0
11118,383,12.0,2.0,17,62,3,124600.0
11119,317,12.0,2.0,17,48,3,127050.0
11120,369,12.0,2.0,17,51,3,79250.0
11121,177,12.0,2.0,38,63,3,83050.0
11122,345,12.0,2.0,45,83,4,111500.0
11123,242,12.0,2.0,44,56,3,85050.0
11124,202,12.0,2.0,35,86 sq.m,4,78350.0
11125,221,12.0,2.0,35,100,4,87700.0
11126,226,12.0,2.0,22,59,3,90000.0
11127,199,12.0,2.0,29,86,4,81250.0
11128,147,center,2.0,,63,3,59050.0
11129,250,center,2.0,26,68,3,84300.0
11130,221,center,2.0,33,84,4,89200.0
11131,290,12.0,2.0,31,64,3,91950.0
11132,315,12.0,2.0,25,117,4,81950.0
11133,241,12.0,2.0,36,52,3,98450.0
11134,320,12.0,2.0,37,84,4,93100.0
11135,-242,12.0,2.0,23,57,3,94950.0
11136,,12.0,2.0,13,57,3,101750.0
11137,,,2.0,35,62,3,94600.0
11138,300,11.0,2.0,30,69,3,91450.0
11139,363,12.0,2.0,,71,3,
11140,255,to center = 12,2.0,32,54,3,91850.0
11141,,to center = 12,2.0,19,50,3,
11142,265,12.0,2.0,34,95,4,90000.0
11143,'239',12.0,2.0,25,56,3,67700.0
11144,271,12.0,2.0,age:28,59,3,91050.0
11145,357,11.0,2.0,23,60,3,90750.0
11146,296,11.0,2.0,33,59,3,95550.0
11147,'380',,28.0,35,67,3,94800.0
11148,382,11.0,,45,72,3,85350.0
11149,'259',12.0,,31,64,3,93150.0
11150,365,12.0,2.0,34,72 sq.m,3,93400.0
11151,393,12.0,2.0,35,86,4,95100.0
11152,320,to center = 12,2.0,25,62,3,95850.0
11153,'212',to center = 12,2.0,18,42,3,109500.0
11154,368,11.0,2.0,age:31,67,3,127750.00000000001
11155,244,center,2.0,16,45,3,93750.0
11156,345,11.0,2.0,31,64,3,110349.99999999999
11157,-247,center,2.0,17,48,3,92900.0
11158,242,11.0,31.0,21,62,3,102350.00000000001
11159,304,,2.0,31,size:77,3,
11160,191,11.0,2.0,24,50,3,101150.0
11161,'184',11.0,2.0,23,66,3,
11162,294,to center = 11,2.0,26,56,3,98050.0
11163,'168',11.0,2.0,24,47,3,106250.0
11164,'339',11.0,2.0,18,67,3,112400.00000000001
11165,244,11.0,2.0,25,54,3,99500.0
11166,236,12.0,2.0,19,53,3,126050.0
11167,394,11.0,2.0,35,74,3,95700.0
11168,,12.0,2.0,33,54,3,107749.99999999999
11169,246,to center = 12,2.0,17,65,3,114250.0
11170,369,12.0,2.0,34,67,3,100000.0
11171,416,12.0,2.0,34,72,3,109050.0
11172,465,12.0,2.0,32,56,3,115399.99999999999
11173,301,12.0,2.0,,54,3,100450.0
11174,224,12.0,2.0,26,45,three,102600.0
11175,282,12.0,2.0,26,53,3,
11176,-253,,2.0,30,60,3,98700.0
11177,234,12.0,,18,33,2,68750.0
11178,457,12.0,2.0,29,56,3,
11179,273,12.0,2.0,18,51,3,85700.0
11180,243,12.0,2.0,20,58,3,175000.0
11181,'370',12.0,2.0,31,66,3,108900.0
11182,291,12.0,,34,68,3,107700.0
11183,'255',to center = 12,,27,55,3,
11184,276,12.0,2.0,29,56,3,106600.0
11185,379,,2.0,35,62,3,108349.99999999999
11186,474,center,24.0,34,64,3,110400.00000000001
11187,286,12.0,2.0,old,59,3,105450.0
11188,187,12.0,2.0,32,60,3,93150.0
11189,326,to center = 12,2.0,36,77,3,93600.0
11190,175,12.0,37.0,29,55,3,104050.0
11191,380,12.0,2.0,24,60,3,114300.0
11192,-226,12.0,2.0,28,66,3,99400.0
11193,247,12.0,2.0,38,49,3,110000.00000000001
11194,191,12.0,2.0,6,45 sq.m,3,85650.0
11195,'253',12.0,2.0,30,57,3,100950.0
11196,453,12.0,2.0,34,size:56,3,143550.0
11197,260,12.0,24.0,26,49,3,
11198,170,12.0,2.0,26,94,4,175000.0
11199,210,12.0,2.0,23,91,4,82350.0
11200,83,12.0,2.0,9,46,3,87500.0
11201,-106,12.0,2.0,mid,68,3,106250.0
11202,119,12.0,2.0,16,74,3,82700.0
11203,234,center,,25,76,3,84050.0
11204,274,12.0,2.0,47,69,3,
11205,'227',12.0,2.0,37,60,3,80700.0
11206,377,,2.0,36,66,3,89650.0
11207,270,12.0,2.0,52,59,3,83200.0
11208,191,to center = 12,2.0,32,102,4,
11209,186,12.0,2.0,32,73,3,83450.0
11210,337,12.0,2.0,10,73,3,76200.0
11211,221,12.0,,32,75,3,92300.0
11212,178,12.0,2.0,29,77,3,91450.0
11213,192,12.0,2.0,18,46 sq.m,3,76550.0
11214,277,12.0,2.0,32,94,4,89800.0
11215,367,12.0,2.0,18,59,3,
11216,420,12.0,2.0,34,,4,102550.00000000001
11217,320,,2.0,34,58,3,109000.00000000001
11218,350,12.0,2.0,17,50,3,79750.0
11219,219,12.0,2.0,21,45,3,22500.0
11220,186,12.0,2.0,22,69,3,
11221,230,12.0,,23,109,4,175000.0
11222,'328',12.0,2.0,27,69,3,106250.0
11223,320,12.0,2.0,33,55,3,119000.0
11224,244,to center = 12,2.0,25,50,3,
11225,438,12.0,2.0,34,66,3,113700.0
11226,342,12.0,2.0,26,47,3,121600.0
11227,370,12.0,2.0,mid,61,3,127400.0
11228,275,12.0,2.0,24,60,3,86100.0
11229,364,12.0,2.0,29,64,3,115950.0
11230,,12.0,2.0,35,60,3,5543471.0
11231,324,12.0,2.0,age:35,60,3,112350.0
11232,272,,2.0,32,50,3,91700.0
11233,284,12.0,2.0,32,57,3,
11234,357,,2.0,30,71,3,97600.0
11235,392,12.0,2.0,35,85,4,88700.0
11236,358,12.0,2.0,34,70,3,91250.0
11237,-358,12.0,22.0,35,86,4,
11238,278,12.0,2.0,29,77,3,90200.0
11239,,12.0,2.0,19,53,3,104700.0
11240,,12.0,2.0,33,67,3,97600.0
11241,-334,12.0,2.0,34,61,3,91950.0
11242,301,12.0,2.0,24,60,3,120350.0
11243,327,center,2.0,33,70,3,100899.99999999999
11244,264,12.0,2.0,22,58,3,87350.0
11245,338,11.0,24.0,25,48,3,88550.0
11246,'233',11.0,2.0,24,48,3,
11247,309,12.0,2.0,13,56,3,76900.0
11248,277,12.0,2.0,age:17,46,3,73150.0
11249,,12.0,2.0,age:18,100,4,81250.0
11250,216,12.0,2.0,17,52,3,98250.0
11251,'214',12.0,2.0,21,66,3,94800.0
11252,-183,12.0,2.0,23,86,4,91450.0
11253,165,12.0,,42,63,3,76550.0
11254,312,12.0,2.0,46,size:95,4,81250.0
11255,193,to center = 12,2.0,28,61,3,90900.0
11256,'279',12.0,2.0,age:18,56,3,91550.0
11257,386,12.0,2.0,35,60,3,107800.0
11258,210,12.0,2.0,26,50,3,103150.00000000001
11259,'336',12.0,2.0,30,77,3,90300.0
11260,249,12.0,28.0,25,82,4,90400.0
11261,339,,2.0,33,88,4,
11262,'238',12.0,2.0,29,62,3,95250.0
11263,296,to center = 12,2.0,35,101,4,83900.0
11264,411,12.0,2.0,35,63,3,113750.0
11265,'308',to center = 12,2.0,35,70,3,
11266,-322,12.0,2.0,32,75,3,95700.0
11267,409,12.0,2.0,35,72,3,112799.99999999999
11268,276,12.0,2.0,33,58,3,105700.0
11269,273,12.0,2.0,18,56,3,71750.0
11270,264,12.0,2.0,15,49,3,106500.0
11271,246,to center = 12,2.0,21,56,3,106650.0
11272,298,12.0,2.0,31,68,3,93750.0
11273,313,to center = 12,2.0,34,59,3,112100.0
11274,232,12.0,2.0,19,45,,86950.0
11275,296,to center = 12,2.0,35,72,3,101899.99999999999
11276,244,12.0,2.0,22,64,3,90100.0
11277,261,12.0,2.0,33,58,3,115650.00000000001
11278,396,12.0,2.0,36,63,3,
11279,393,,2.0,35,60,3,109000.00000000001
11280,331,to center = 12,2.0,33,62,3,
11281,427,12.0,2.0,34,61,3,109149.99999999999
11282,296,12.0,2.0,26,53,3,95500.0
11283,155,12.0,2.0,29,49,3,107250.0
11284,477,12.0,2.0,35,61,3,114599.99999999999
11285,'210',12.0,,23,52,3,107149.99999999999
11286,335,center,2.0,34,65,3,95300.0
11287,347,12.0,2.0,34,62,3,107300.0
11288,392,12.0,2.0,32,65,3,107850.0
11289,359,12.0,2.0,24,52,3,118250.00000000001
11290,329,12.0,2.0,36,56,3,115650.00000000001
11291,357,12.0,2.0,34,63,3,99600.0
11292,306,12.0,2.0,36,64,3,95400.0
11293,390,12.0,2.0,34,71,3,96700.0
11294,343,12.0,2.0,35,70,3,
11295,237,12.0,2.0,29,61,3,
11296,214,12.0,2.0,26,62,3,92150.0
11297,-318,12.0,2.0,22,57,3,85150.0
11298,,12.0,2.0,33,84,4,88950.0
11299,292,12.0,2.0,28,53,3,91150.0
11300,264,12.0,2.0,28,74,3,
11301,228,to center = 12,2.0,26,75,3,92000.0
11302,261,12.0,2.0,35,61,3,93250.0
11303,222,12.0,2.0,9,41,3,66900.0
11304,337,12.0,2.0,32,85,4,85400.0
11305,244,12.0,2.0,33,63,3,87950.0
11306,285,12.0,2.0,new,51,3,85550.0
11307,225,12.0,2.0,40,47 sq.m,3,83050.0
11308,343,12.0,2.0,36,66,3,95350.0
11309,186,12.0,2.0,26,57,3,118050.00000000001
11310,'279',12.0,2.0,32,52,3,94250.0
11311,365,12.0,2.0,33,55,3,134650.0
11312,314,,2.0,38,73,3,90900.0
11313,244,12.0,2.0,38,68,3,90450.0
11314,,,2.0,32,63,3,111400.00000000001
11315,-220,12.0,2.0,20,61,3,81100.0
11316,'203',,2.0,25,51,3,175000.0
11317,199,12.0,2.0,22,58,3,89800.0
11318,262,12.0,2.0,15,58,3,80450.0
11319,272,12.0,2.0,7,58,3,84900.0
11320,238,12.0,2.0,18,71,3,97000.0
11321,,center,2.0,age:22,62,3,87100.0
11322,'324',12.0,2.0,29,69,3,98450.0
11323,355,12.0,2.0,28,62,3,93750.0
11324,321,12.0,2.0,24,,3,94750.0
11325,,12.0,2.0,22,81,4,96950.0
11326,209,to center = 12,2.0,14,67,3,88050.0
11327,309,12.0,2.0,29,100,4,94000.0
11328,317,to center = 12,2.0,27,73,3,92100.0
11329,279,12.0,2.0,33,75,3,88100.0
11330,326,12.0,2.0,24,81,4,95700.0
11331,301,12.0,2.0,30,86,4,93350.0
11332,346,12.0,,age:25,75,3,118650.00000000001
11333,208,center,36.0,22,60,3,98150.0
11334,497,center,2.0,age:19,80,3,138050.0
11335,385,12.0,2.0,24,83,4,115700.0
11336,303,12.0,2.0,age:27,61,3,91950.0
11337,293,12.0,,26,size:84,4,95350.0
11338,281,12.0,2.0,32,68,3,95200.0
11339,311,12.0,2.0,24,93,4,87050.0
11340,316,to center = 12,,24,97,4,81400.0
11341,269,12.0,2.0,15,58,3,70800.0
11342,252,12.0,2.0,17,82,4,80900.0
11343,-303,12.0,2.0,21,82,4,88950.0
11344,252,12.0,2.0,8,54,3,68750.0
11345,-302,,23.0,19,66,3,73750.0
11346,,12.0,2.0,29,79,3,97400.0
11347,'297',12.0,2.0,35,90,4,91150.0
11348,231,12.0,2.0,26,69,3,95200.0
11349,,12.0,2.0,22,69,3,83700.0
11350,'213',12.0,2.0,26,79,3,87150.0
11351,214,12.0,2.0,20,91,4,107549.99999999999
11352,198,12.0,2.0,23,107,4,78150.0
11353,229,12.0,2.0,32,120,4,71400.0
11354,229,12.0,2.0,8,115,4,80000.0
11355,,12.0,2.0,15,51,3,71300.0
11356,235,12.0,2.0,age:30,79,3,76500.0
11357,247,12.0,2.0,new,68,3,43750.0
11358,'238',center,2.0,13,62,3,93250.0
11359,163,,2.0,18,110,4,79850.0
11360,253,12.0,2.0,,115,4,81250.0
11361,329,12.0,2.0,24,77,3,94650.0
11362,298,to center = 12,2.0,age:27,81,4,89750.0
11363,316,center,2.0,age:24,79,3,103600.0
11364,394,to center = 12,2.0,24,70,3,
11365,278,12.0,2.0,16,42,3,
11366,408,,2.0,25,80,3,112599.99999999999
11367,448,,2.0,21,69,3,135950.0
11368,312,12.0,2.0,17,62,3,
11369,335,,2.0,24,55,3,114999.99999999999
11370,275,,2.0,19,62,3,109400.00000000001
11371,364,center,28.0,26,60,3,114799.99999999999
11372,456,12.0,2.0,26,60,3,112400.00000000001
11373,348,12.0,2.0,23,56,3,136900.0
11374,357,12.0,2.0,25,64,3,115350.0
11375,177,12.0,36.0,18,34,2,109600.00000000001
11376,'318',12.0,2.0,24,,3,76050.0
11377,429,12.0,,26,66,3,130450.0
11378,365,12.0,2.0,26,63,3,115199.99999999999
11379,377,12.0,2.0,26,71,3,132500.0
11380,-414,12.0,2.0,27,73,3,119600.0
11381,272,center,2.0,19,43,3,126400.0
11382,-228,12.0,2.0,25,34 sq.m,2,68650.0
11383,'621',12.0,2.0,25,62,3,186200.0
11384,511,to center = 12,22.0,26,58,3,164900.0
11385,'552',12.0,2.0,22,56,3,
11386,279,12.0,2.0,22,42,3,98950.0
11387,316,12.0,2.0,18,49,3,105650.0
11388,491,12.0,2.0,,62,3,147450.0
11389,-286,center,2.0,20,44,3,68750.0
11390,,12.0,2.0,16,44,3,69600.0
11391,269,center,,,59,3,131000.0
11392,428,12.0,2.0,27,74,3,111250.0
11393,381,12.0,2.0,26,64,3,112100.0
11394,,12.0,,19,54,3,114999.99999999999
11395,'497',12.0,2.0,22,60,3,173800.0
11396,546,,2.0,19,73,3,150900.0
11397,'407',12.0,2.0,24,64,3,136700.0
11398,446,12.0,2.0,21,68,3,144000.0
11399,,12.0,2.0,23,70,3,159100.0
11400,509,12.0,2.0,19,69,3,147800.0
11401,575,12.0,2.0,17,73,3,
11402,335,to center = 12,2.0,17,67,3,102899.99999999999
11403,299,12.0,2.0,14,57,3,112900.0
11404,416,12.0,2.0,17,62,3,137100.0
11405,'417',12.0,2.0,19,56,3,171300.0
11406,255,12.0,2.0,16,44,3,145450.0
11407,344,12.0,2.0,19,69,3,152250.0
11408,,12.0,2.0,20,61,3,153250.0
11409,445,12.0,2.0,18,63,3,138250.0
11410,310,,2.0,10,50,3,79400.0
11411,458,12.0,2.0,18,70,3,142250.0
11412,-519,12.0,20.0,24,66,3,
11413,400,12.0,2.0,17,57,3,115950.0
11414,531,12.0,2.0,22,68,3,175100.0
11415,509,12.0,2.0,21,65,3,
11416,586,12.0,31.0,age:16,72,3,195250.0
11417,400,12.0,2.0,23,54,3,
11418,354,to center = 12,2.0,23,55,3,144800.0
11419,-456,,2.0,20,62,3,145200.0
11420,579,12.0,2.0,17,68,3,158350.0
11421,478,12.0,2.0,24,71,3,139000.0
11422,426,to center = 12,30.0,24,63,3,132300.0
11423,-403,12.0,2.0,26,66,3,126450.0
