GenderSelect,Country,Age,EmploymentStatus,StudentStatus,CurrentJobTitleSelect,CurrentEmployerType,LanguageRecommendationSelect,LearningDataScienceTime,FormalEducation,MajorSelect,EmployerIndustry,EmployerSize,RemoteWork,CompensationAmount,CompensationCurrency,JobSatisfaction
Male,United States,51.0,Employed full-time,,Engineer,Employed by a company that performs advanced analytics,Python,,Master's degree,Physics,Other,"10,000 or more employees",Most of the time,,,8
Male,India,,Employed full-time,,Data Analyst,,,,Bachelor's degree,Computer Science,,,,,,
Male,United States,24.0,"Not employed, but looking for work",,,,Python,1-2 years,Bachelor's degree,A social science,,,,,,
Male,Argentina,43.0,Employed full-time,,Data Miner,Employed by professional services/consulting firm,Python,,Master's degree,Physics,Technology,20 to 99 employees,Sometimes,32000,,8
Male,United States,27.0,I prefer not to say,Yes,,,Python,1-2 years,Master's degree,Computer Science,,,,,,
Male,Other,50.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,R,,Master's degree,Management information systems,Financial,10 to 19 employees,Always,100000,EUR,7
Male,Philippines,30.0,Employed full-time,,Data Miner,Employed by government,,,Some college/university study without earning a bachelor's degree,Computer Science,CRM/Marketing,10 to 19 employees,,,,
Male,India,27.0,Employed full-time,,Predictive Modeler,Employed by professional services/consulting firm,SAS,,Master's degree,A social science,Financial,"10,000 or more employees",Rarely,2100000,INR,6
Male,United States,27.0,"Not employed, and not looking for work",Yes,,,Python,1-2 years,Master's degree,Mathematics or statistics,,,,,,
Male,People 's Republic of China,26.0,"Not employed, but looking for work",,,,Python,< 1 year,Master's degree,Computer Science,,,,,,
Male,United States,33.0,Employed full-time,,Other,Employed by a company that doesn't perform advanced analytics,Python,3-5 years,Master's degree,Other,Other,,,,,
Male,United States,24.0,Employed full-time,,Business Analyst,Employed by professional services/consulting firm,,,Bachelor's degree,Management information systems,Technology,,,,,
Male,United States,28.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,Python,,Bachelor's degree,Mathematics or statistics,Retail,"5,000 to 9,999 employees",Sometimes,72500,,7
Male,India,42.0,Employed full-time,,Other,Employed by a company that performs advanced analytics,SAS,,Master's degree,Engineering (non-computer focused),CRM/Marketing,"5,000 to 9,999 employees",Rarely,,,4
Male,Australia,59.0,"Not employed, but looking for work",,,,R,3-5 years,Doctoral degree,Physics,,,,,,
Male,India,21.0,"Not employed, but looking for work",,,,Python,< 1 year,Bachelor's degree,Computer Science,,,,,,
Male,Other,45.0,Employed full-time,,Software Developer/Software Engineer,Employed by government,,,Master's degree,Computer Science,Financial,"1,000 to 4,999 employees",,,,
Female,United States,25.0,"Not employed, but looking for work",,,,Python,< 1 year,Master's degree,A humanities discipline,,,,,,
Male,South Korea,26.0,Employed full-time,,Researcher,Employed by college or university,Python,,Bachelor's degree,Electrical Engineering,Academic,I don't know,,"7,200,000",KRW,9
Female,India,28.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,,,Master's degree,Mathematics or statistics,Mix of fields,Fewer than 10 employees,,,,
Male,India,25.0,Employed full-time,,Data Scientist,Employed by professional services/consulting firm,,,Bachelor's degree,Engineering (non-computer focused),Academic,20 to 99 employees,,,,
Male,India,49.0,Retired,,,,,,,,,,,,,
Male,Indonesia,29.0,Employed full-time,,Data Scientist,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,Computer Science,CRM/Marketing,I prefer not to answer,,,,
Female,India,32.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,,,Master's degree,Computer Science,Technology,"10,000 or more employees",,,,
Male,Japan,42.0,Employed full-time,,,,,,,,,,,,,
Male,India,23.0,"Not employed, and not looking for work",Yes,,,Python,< 1 year,Bachelor's degree,Computer Science,,,,,,
Male,Taiwan,22.0,"Not employed, and not looking for work",Yes,,,,1-2 years,Bachelor's degree,Engineering (non-computer focused),,,,,,
Male,Canada,48.0,Employed full-time,,Data Scientist,Employed by professional services/consulting firm,SAS,,Doctoral degree,Mathematics or statistics,Mix of fields,20 to 99 employees,Sometimes,50000,,8
Male,Japan,19.0,Employed part-time,,,,,,,,,,,,,
Male,United States,25.0,Employed full-time,,Engineer,Employed by professional services/consulting firm,Python,< 1 year,Master's degree,Engineering (non-computer focused),Manufacturing,,,,,
Male,India,27.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,Python,,Master's degree,Computer Science,Internet-based,"1,000 to 4,999 employees",Rarely,200000,INR,7
Male,India,21.0,"Not employed, but looking for work",,,,Python,< 1 year,Bachelor's degree,Computer Science,,,,,,
Male,People 's Republic of China,,"Not employed, and not looking for work",Yes,,,C/C++/C#,< 1 year,Master's degree,Computer Science,,,,,,
Male,Australia,37.0,Employed full-time,,Data Analyst,Employed by government,R,,Master's degree,,Government,20 to 99 employees,Never,,,10 - Highly Satisfied
Male,Singapore,26.0,Employed full-time,,Researcher,Employed by government,Python,,Bachelor's degree,A social science,Government,100 to 499 employees,Never,0,AUD,8
Male,Australia,34.0,Employed full-time,,Statistician,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software",,,Master's degree,Computer Science,Insurance,"10,000 or more employees",,,,
Male,Indonesia,36.0,"Independent contractor, freelancer, or self-employed",,,,,,,,,,,,,
Male,India,24.0,Employed full-time,,Machine Learning Engineer,,Scala,< 1 year,Bachelor's degree,Computer Science,Technology,,,,,
Female,Taiwan,25.0,"Not employed, and not looking for work",Yes,,,R,1-2 years,Doctoral degree,Other,,,,,,
Male,India,29.0,"Not employed, and not looking for work",Yes,,,R,1-2 years,Professional degree,,,,,,,
Male,India,26.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,,Master's degree,Computer Science,Financial,"10,000 or more employees",Always,600000,,1 - Highly Dissatisfied
Male,India,20.0,"Not employed, and not looking for work",Yes,,,R,< 1 year,Some college/university study without earning a bachelor's degree,Computer Science,,,,,,
Male,Hong Kong,26.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,< 1 year,Bachelor's degree,Computer Science,Financial,,,,,
Male,India,20.0,"Not employed, and not looking for work",Yes,,,Python,< 1 year,Bachelor's degree,Computer Science,,,,,,
Male,India,24.0,I prefer not to say,Yes,,,Python,< 1 year,Master's degree,Computer Science,,,,,,
Male,Other,24.0,Employed full-time,,Data Scientist,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,Computer Science,Technology,,,,,
Male,Singapore,25.0,Employed full-time,,Researcher,Employed by government,,,Bachelor's degree,A social science,Government,100 to 499 employees,,,,
Female,Republic of China,24.0,"Not employed, and not looking for work",Yes,,,R,< 1 year,Master's degree,Computer Science,,,,,,
Male,India,21.0,"Not employed, but looking for work",,,,,,Bachelor's degree,,,,,,,
Male,Other,18.0,"Not employed, and not looking for work",No,,,Python,< 1 year,I did not complete any formal education past high school,,,,,,,
Male,Brazil,27.0,Employed full-time,,Data Scientist,Employed by college or university,Python,,Doctoral degree,Computer Science,Academic,"5,000 to 9,999 employees",Most of the time,200000,BRL,6
Male,United States,33.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,Python,,Master's degree,,Financial,"10,000 or more employees",Rarely,70000,USD,7
Male,South Korea,29.0,Employed full-time,,Software Developer/Software Engineer,"Employed by company that makes advanced analytic software,Employed by a company that doesn't perform advanced analytics",,,Bachelor's degree,Electrical Engineering,Manufacturing,100 to 499 employees,,,,
Male,Singapore,33.0,Employed full-time,,Other,Employed by professional services/consulting firm,Python,,Master's degree,Engineering (non-computer focused),Financial,"10,000 or more employees",Rarely,160000,SGD,1 - Highly Dissatisfied
Male,United States,38.0,Employed full-time,,,,,,,,,,,,,
Male,India,20.0,Employed full-time,,,,,,,,,,,,,
Male,India,51.0,Employed full-time,,,,,,,,,,,,,
Male,Taiwan,30.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,,Master's degree,Electrical Engineering,Technology,"1,000 to 4,999 employees",Rarely,"1,300,000",TWD,7
Male,Other,24.0,Employed full-time,,,,,,,,,,,,,
Male,India,25.0,Employed full-time,,Engineer,Employed by a company that doesn't perform advanced analytics,Python,,Bachelor's degree,Electrical Engineering,Technology,500 to 999 employees,Sometimes,,,4
Male,India,27.0,Employed full-time,,Other,Employed by a company that doesn't perform advanced analytics,SQL,,Master's degree,Engineering (non-computer focused),Internet-based,20 to 99 employees,Sometimes,2500000,,7
Female,United States,23.0,"Not employed, but looking for work",,,,Python,1-2 years,Master's degree,,,,,,,
Male,India,29.0,Employed full-time,,Business Analyst,Employed by professional services/consulting firm,Python,< 1 year,Bachelor's degree,Computer Science,Technology,,,,,
Male,United States,22.0,"Not employed, but looking for work",,,,Matlab,< 1 year,Bachelor's degree,Computer Science,,,,,,
Male,United States,28.0,Employed full-time,,Data Analyst,Employed by a company that performs advanced analytics,,,Master's degree,A social science,,,,,,
Male,United States,23.0,"Not employed, but looking for work",,,,Python,1-2 years,Master's degree,Electrical Engineering,,,,,,
Male,United States,25.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,,,Master's degree,Mathematics or statistics,,,,,,
Male,Vietnam,22.0,Employed part-time,,,,,,,,,,,,,
Female,India,33.0,Employed full-time,,,,,,,,,,,,,
Male,United States,28.0,Employed part-time,,,,,,,,,,,,,
Male,Australia,19.0,I prefer not to say,Yes,,,R,1-2 years,Bachelor's degree,Mathematics or statistics,,,,,,
Male,Japan,22.0,"Not employed, and not looking for work",Yes,,,Python,1-2 years,Some college/university study without earning a bachelor's degree,"Information technology, networking, or system administration",,,,,,
Male,India,32.0,Employed full-time,,DBA/Database Engineer,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",Python,,Master's degree,Computer Science,Technology,"10,000 or more employees",Most of the time,110000,INR,1 - Highly Dissatisfied
Male,India,25.0,Employed full-time,,DBA/Database Engineer,Employed by professional services/consulting firm,SQL,< 1 year,Bachelor's degree,Other,Retail,,,,,
Female,New Zealand,24.0,Employed full-time,,Data Analyst,Employed by a company that performs advanced analytics,,,Master's degree,Mathematics or statistics,,,,,,
Male,Japan,27.0,Employed full-time,,Researcher,Employed by a company that performs advanced analytics,Python,,Master's degree,Engineering (non-computer focused),Manufacturing,"1,000 to 4,999 employees",Never,4500000,JPY,3
Male,India,32.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,< 1 year,Master's degree,Engineering (non-computer focused),Technology,,,,,
Female,Canada,45.0,"Not employed, but looking for work",,,,Python,< 1 year,Master's degree,"Information technology, networking, or system administration",,,,,,
Female,India,23.0,Employed full-time,,Data Analyst,Employed by professional services/consulting firm,,,Bachelor's degree,Electrical Engineering,CRM/Marketing,,,,,
Male,Canada,23.0,I prefer not to say,No,,,Python,1-2 years,Bachelor's degree,Computer Science,,,,,,
Male,Taiwan,48.0,Employed full-time,,Data Analyst,Employed by college or university,Python,,Bachelor's degree,"Information technology, networking, or system administration",Academic,100 to 499 employees,Sometimes,30000,USD,3
Female,United States,25.0,Employed full-time,,Engineer,Employed by a company that performs advanced analytics,R,3-5 years,Master's degree,A social science,Technology,,,,,
Male,Other,31.0,Employed full-time,,Machine Learning Engineer,Employed by a company that doesn't perform advanced analytics,,,Master's degree,,Internet-based,,,,,
Male,India,22.0,"Not employed, and not looking for work",Yes,,,R,< 1 year,Bachelor's degree,Computer Science,,,,,,
Female,United States,28.0,Employed full-time,,Machine Learning Engineer,Employed by company that makes advanced analytic software,,,Doctoral degree,Computer Science,,,,,,
Male,India,27.0,Employed full-time,,Software Developer/Software Engineer,"Employed by professional services/consulting firm,Employed by a company that doesn't perform advanced analytics",Python,,Bachelor's degree,Computer Science,Technology,100 to 499 employees,Never,24000,,6
Male,India,32.0,Employed full-time,,Engineer,Employed by professional services/consulting firm,Python,< 1 year,Bachelor's degree,Electrical Engineering,Manufacturing,,,,,
Female,United States,33.0,Employed full-time,,,,,,,,,,,,,
Male,India,29.0,"Independent contractor, freelancer, or self-employed",,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,< 1 year,Bachelor's degree,Computer Science,Technology,,,,,
Female,Brazil,30.0,Employed full-time,,Data Analyst,Employed by a company that doesn't perform advanced analytics,,,Professional degree,,Financial,"10,000 or more employees",,,,
Male,People 's Republic of China,22.0,"Not employed, but looking for work",,,,Python,1-2 years,Bachelor's degree,Electrical Engineering,,,,,,
Male,United States,37.0,Employed full-time,,Data Analyst,Employed by a company that doesn't perform advanced analytics,,,Professional degree,,,,,,,
Male,Malaysia,30.0,Employed part-time,,Computer Scientist,Employed by college or university,Python,< 1 year,Master's degree,Computer Science,Academic,,,,,
Male,India,36.0,"Independent contractor, freelancer, or self-employed",,Machine Learning Engineer,Self-employed,R,,Master's degree,Mathematics or statistics,Academic,,,600000,INR,5
Male,United States,27.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,,Bachelor's degree,Other,Internet-based,"1,000 to 4,999 employees",Sometimes,"115,000",USD,3
Male,United States,35.0,"Not employed, and not looking for work",No,,,Python,< 1 year,Bachelor's degree,Engineering (non-computer focused),,,,,,
Male,Taiwan,24.0,I prefer not to say,Yes,,,Python,10-15 years,Master's degree,Engineering (non-computer focused),,,,,,
Male,United States,39.0,Employed full-time,,Data Analyst,Employed by professional services/consulting firm,Python,,Master's degree,Management information systems,Retail,"10,000 or more employees",Sometimes,115000,USD,7
A different identity,Taiwan,47.0,Employed full-time,,,,,,,,,,,,,
Male,India,20.0,"Not employed, but looking for work",,,,Python,1-2 years,Bachelor's degree,Electrical Engineering,,,,,,
Male,United States,24.0,Employed full-time,,Software Developer/Software Engineer,Employed by government,,,Bachelor's degree,,,,,,,
Male,India,23.0,Employed full-time,,DBA/Database Engineer,Employed by professional services/consulting firm,Python,< 1 year,Bachelor's degree,"Information technology, networking, or system administration",Technology,,,,,
Male,India,21.0,Employed full-time,,Software Developer/Software Engineer,Self-employed,,,Bachelor's degree,Computer Science,Academic,Fewer than 10 employees,,,,6
Male,India,23.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,Python,,Bachelor's degree,Computer Science,Internet-based,500 to 999 employees,Rarely,,,8
A different identity,India,31.0,Employed full-time,,Business Analyst,Employed by a company that doesn't perform advanced analytics,,,Master's degree,Mathematics or statistics,CRM/Marketing,100 to 499 employees,,,,
Male,United States,32.0,I prefer not to say,No,,,Python,10-15 years,Master's degree,Other,,,,,,
Male,India,19.0,Employed part-time,,Machine Learning Engineer,Employed by company that makes advanced analytic software,,,I prefer not to answer,Computer Science,,,,,,
Male,United States,59.0,Employed full-time,,Data Analyst,Employed by professional services/consulting firm,,,Master's degree,,Pharmaceutical,"5,000 to 9,999 employees",,,,
Female,India,30.0,Employed full-time,,Business Analyst,Employed by professional services/consulting firm,Python,< 1 year,Master's degree,Biology,Financial,,,,,
Male,People 's Republic of China,21.0,Employed part-time,,Engineer,"Employed by company that makes advanced analytic software,Employed by college or university",C/C++/C#,,Bachelor's degree,,CRM/Marketing,"1,000 to 4,999 employees",Always,320000,CNY,8
Male,Indonesia,37.0,Employed full-time,,Data Analyst,Employed by government,Python,,Master's degree,Computer Science,Financial,"5,000 to 9,999 employees",Sometimes,19000,,10 - Highly Satisfied
Male,Singapore,35.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,,Bachelor's degree,Electrical Engineering,Financial,"1,000 to 4,999 employees",Rarely,120000,SGD,7
Male,India,27.0,Employed full-time,,Engineer,Employed by a company that doesn't perform advanced analytics,R,< 1 year,Bachelor's degree,Engineering (non-computer focused),Manufacturing,,,,,
Male,Japan,44.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,,Some college/university study without earning a bachelor's degree,,Mix of fields,500 to 999 employees,Sometimes,,,6
Male,Colombia,23.0,Employed full-time,,Researcher,Employed by college or university,,,Bachelor's degree,Electrical Engineering,,,,,,
Male,United States,36.0,Employed full-time,,Data Scientist,Employed by company that makes advanced analytic software,,,Doctoral degree,Physics,Technology,20 to 99 employees,Rarely,,,7
Female,United States,28.0,Employed full-time,,Predictive Modeler,Employed by professional services/consulting firm,R,,Master's degree,,Insurance,"1,000 to 4,999 employees",Always,75000,,6
Male,Russia,21.0,"Not employed, but looking for work",,,,,,Bachelor's degree,Computer Science,,,,,,
Male,United States,24.0,"Not employed, and not looking for work",Yes,,,Python,1-2 years,Master's degree,"Information technology, networking, or system administration",,,,,,
Male,India,31.0,Employed full-time,,,Employed by professional services/consulting firm,R,,Bachelor's degree,"Information technology, networking, or system administration",Telecommunications,"10,000 or more employees",Sometimes,1400000,INR,6
Male,Japan,24.0,"Not employed, and not looking for work",Yes,,,,,Master's degree,Computer Science,,,,,,
Male,Russia,21.0,"Not employed, but looking for work",,,,Python,< 1 year,Bachelor's degree,Computer Science,,,,,,
Male,Other,24.0,Employed full-time,,,,,,,,,,,,,
Female,Other,23.0,Employed full-time,,,,,,,,,,,,,
Male,South Korea,27.0,"Not employed, but looking for work",,,,Python,< 1 year,Doctoral degree,Computer Science,,,,,,
Male,India,24.0,"Not employed, but looking for work",,,,Python,1-2 years,Bachelor's degree,Computer Science,,,,,,
"Non-binary, genderqueer, or gender non-conforming",Other,20.0,"Not employed, and not looking for work",Yes,,,,< 1 year,I did not complete any formal education past high school,,,,,,,
Male,India,20.0,"Independent contractor, freelancer, or self-employed",,,,,,,,,,,,,
Male,South Korea,43.0,"Independent contractor, freelancer, or self-employed",,Data Analyst,Self-employed,,,Doctoral degree,A social science,Technology,,,,,
Male,India,20.0,"Independent contractor, freelancer, or self-employed",,Machine Learning Engineer,Employed by college or university,,,Bachelor's degree,Computer Science,Academic,,,,,
Male,Other,25.0,Employed full-time,,Researcher,Employed by college or university,,,Master's degree,Computer Science,,,,,,
Female,United States,27.0,Employed full-time,,Data Scientist,Employed by a company that doesn't perform advanced analytics,Python,,Bachelor's degree,A social science,Retail,100 to 499 employees,Rarely,100000,USD,4
Female,United States,30.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,,,Bachelor's degree,Mathematics or statistics,Technology,"10,000 or more employees",,,,5
Female,India,20.0,I prefer not to say,Yes,,,R,3-5 years,Bachelor's degree,Other,,,,,,
Male,United States,25.0,"Not employed, but looking for work",,,,R,1-2 years,Master's degree,Engineering (non-computer focused),,,,,,
Male,Canada,23.0,Employed full-time,,,,,,,,,,,,,
Male,Pakistan,28.0,Employed full-time,,Data Analyst,Employed by professional services/consulting firm,Python,,Bachelor's degree,Electrical Engineering,Telecommunications,"10,000 or more employees",Rarely,6000,USD,7
Male,Canada,50.0,Employed full-time,,,,,,,,,,,,,
Female,India,32.0,Employed full-time,,Programmer,Employed by college or university,,,Master's degree,Computer Science,,,,,,
Male,India,24.0,Employed full-time,,Business Analyst,Employed by professional services/consulting firm,Python,,Bachelor's degree,Engineering (non-computer focused),Pharmaceutical,"1,000 to 4,999 employees",,900000,INR,7
Female,India,20.0,"Not employed, and not looking for work",Yes,,,,,I did not complete any formal education past high school,,,,,,,
Male,Japan,25.0,Employed full-time,,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,,Master's degree,Computer Science,Other,100 to 499 employees,Sometimes,4500000,JPY,4
Male,Pakistan,24.0,Employed full-time,,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,,Bachelor's degree,Computer Science,Technology,20 to 99 employees,Rarely,720000,PKR,9
Male,United States,26.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,,,Master's degree,"Information technology, networking, or system administration",Technology,"10,000 or more employees",,,,
Male,Vietnam,24.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,,,I did not complete any formal education past high school,,Manufacturing,,,,,
Male,India,20.0,"Not employed, but looking for work",,,,Python,< 1 year,Bachelor's degree,Computer Science,,,,,,
Male,Australia,,Employed full-time,,Other,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,Computer Science,,,,,,
Male,India,26.0,Employed full-time,,Other,Employed by professional services/consulting firm,Python,,Bachelor's degree,Computer Science,Other,"10,000 or more employees",Never,655000,INR,4
Male,Australia,43.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,SAS,,Bachelor's degree,Electrical Engineering,Other,"5,000 to 9,999 employees",Rarely,250000,AUD,7
Male,India,24.0,I prefer not to say,No,,,R,1-2 years,Master's degree,Mathematics or statistics,,,,,,
Male,India,24.0,Employed full-time,,Researcher,Employed by company that makes advanced analytic software,,,Bachelor's degree,Electrical Engineering,,,,,,
Male,India,34.0,Employed full-time,,Business Analyst,Employed by professional services/consulting firm,,,Bachelor's degree,"Information technology, networking, or system administration",CRM/Marketing,,,,,
Male,United States,26.0,Employed full-time,,Engineer,Employed by college or university,,,Master's degree,Engineering (non-computer focused),Academic,,,,,
Female,Singapore,35.0,Employed full-time,,Business Analyst,Employed by a company that doesn't perform advanced analytics,Python,< 1 year,Bachelor's degree,Computer Science,Mix of fields,,,,,
Male,United States,31.0,"Not employed, but looking for work",,,,Python,3-5 years,Master's degree,Mathematics or statistics,,,,,,
Male,People 's Republic of China,44.0,Employed full-time,,,,,,,,,,,,,
Male,India,28.0,Employed full-time,,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,Python,,Master's degree,Electrical Engineering,Technology,20 to 99 employees,,75000,INR,8
Male,United States,33.0,Employed full-time,,Data Analyst,Employed by a company that performs advanced analytics,Python,,Master's degree,Computer Science,Telecommunications,"1,000 to 4,999 employees",Rarely,93000,USD,3
Male,India,25.0,"Not employed, but looking for work",,,,R,< 1 year,Bachelor's degree,Other,,,,,,
Male,South Korea,38.0,Employed full-time,,,,,,,,,,,,,
Female,Singapore,23.0,Employed full-time,,Data Scientist,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,Management information systems,Retail,"5,000 to 9,999 employees",,,,
Female,United States,24.0,Employed full-time,,,,,,,,,,,,,
Male,Hungary,43.0,Employed full-time,,Data Scientist,Employed by company that makes advanced analytic software,Python,,Master's degree,Computer Science,Mix of fields,"10,000 or more employees",Sometimes,,,8
Male,United States,32.0,Employed full-time,,Data Scientist,Employed by a company that doesn't perform advanced analytics,,,Doctoral degree,Psychology,Other,20 to 99 employees,,,,
Male,Indonesia,22.0,Employed part-time,,Computer Scientist,Employed by non-profit or NGO,Python,,Bachelor's degree,Computer Science,Technology,100 to 499 employees,Sometimes,,,I prefer not to share
Male,United States,38.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,Python,,Master's degree,Computer Science,Internet-based,20 to 99 employees,Sometimes,155000,USD,8
Male,Vietnam,28.0,Employed full-time,,Data Scientist,Employed by college or university,Python,,Bachelor's degree,Computer Science,CRM/Marketing,20 to 99 employees,Sometimes,2000,USD,8
Male,India,25.0,"Not employed, but looking for work",,,,SAS,< 1 year,Master's degree,Engineering (non-computer focused),,,,,,
Female,United States,45.0,Employed part-time,,Engineer,Self-employed,Python,,Master's degree,Electrical Engineering,CRM/Marketing,20 to 99 employees,,150000,USD,8
Male,United States,19.0,"Not employed, and not looking for work",Yes,,,,,Bachelor's degree,Computer Science,,,,,,
Male,India,28.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,"Information technology, networking, or system administration",Technology,500 to 999 employees,,,,
Male,United States,21.0,Employed part-time,,Data Analyst,Employed by a company that performs advanced analytics,Python,,Bachelor's degree,Computer Science,Technology,10 to 19 employees,Sometimes,50000,INR,7
Male,India,29.0,Employed full-time,,Statistician,Employed by professional services/consulting firm,R,,Master's degree,,CRM/Marketing,"10,000 or more employees",Rarely,90000,INR,3
Male,Chile,33.0,"Independent contractor, freelancer, or self-employed",,Researcher,,,,I prefer not to answer,A social science,Mix of fields,,Sometimes,,,
Male,India,24.0,Employed full-time,,Business Analyst,Employed by professional services/consulting firm,Python,< 1 year,Bachelor's degree,Computer Science,Financial,,,,,
Male,United States,30.0,Employed full-time,,Computer Scientist,Employed by government,Python,,Master's degree,Computer Science,Government,"1,000 to 4,999 employees",Never,130000,SGD,3
Male,India,26.0,Employed full-time,,Business Analyst,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",,,Bachelor's degree,Engineering (non-computer focused),,,,,,
Male,Japan,29.0,Employed full-time,,Programmer,Employed by professional services/consulting firm,Python,1-2 years,Master's degree,Biology,Mix of fields,,,,,
Male,United States,25.0,"Not employed, but looking for work",,,,Java,< 1 year,Bachelor's degree,Computer Science,,,,,,
Male,Turkey,44.0,Employed full-time,,,,,,,,,,,,,
Female,Taiwan,21.0,Employed part-time,,Computer Scientist,,,,Bachelor's degree,,,,,,,
Male,United States,35.0,Employed part-time,,Researcher,Employed by college or university,Python,,Master's degree,Computer Science,Academic,500 to 999 employees,Sometimes,50000,,5
Male,United States,32.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,,,Master's degree,,,,,,,
Male,United States,28.0,Employed full-time,,Machine Learning Engineer,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",,,Master's degree,Computer Science,Internet-based,"10,000 or more employees",,,,
Male,United States,33.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,,Some college/university study without earning a bachelor's degree,Computer Science,Insurance,10 to 19 employees,Sometimes,140000,USD,9
Male,Turkey,36.0,Employed full-time,,Scientist/Researcher,Employed by college or university,,,,,,,,,,
Male,United States,34.0,Employed full-time,,,,,,,,,,,,,
Male,India,20.0,"Not employed, and not looking for work",Yes,,,Python,< 1 year,Bachelor's degree,Engineering (non-computer focused),,,,,,
Male,France,24.0,"Not employed, and not looking for work",Yes,,,Python,1-2 years,Master's degree,Mathematics or statistics,,,,,,
Male,Other,28.0,Employed full-time,,Engineer,Employed by professional services/consulting firm,C/C++/C#,,Bachelor's degree,Other,Telecommunications,20 to 99 employees,Sometimes,590000,BDT,7
Male,United States,22.0,Employed full-time,,Researcher,Employed by a company that performs advanced analytics,,,Bachelor's degree,Computer Science,Financial,500 to 999 employees,,,,
Male,India,27.0,"Not employed, but looking for work",,,,Python,3-5 years,Bachelor's degree,Computer Science,,,,,,
Male,Switzerland,17.0,"Not employed, and not looking for work",No,,,Python,< 1 year,I did not complete any formal education past high school,,,,,,,
Male,India,21.0,"Not employed, but looking for work",,,,Python,< 1 year,Master's degree,Computer Science,,,,,,
Male,Other,44.0,Employed full-time,,Data Analyst,,,,Doctoral degree,Biology,,,,,,
Male,India,19.0,"Not employed, but looking for work",,,,Matlab,< 1 year,Bachelor's degree,Other,,,,,,
Male,India,22.0,"Not employed, but looking for work",,,,Python,< 1 year,Bachelor's degree,Computer Science,,,,,,
Male,Taiwan,29.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,,,Master's degree,Computer Science,Technology,I prefer not to answer,,,,
Male,Japan,32.0,Employed full-time,,Programmer,Employed by company that makes advanced analytic software,,,Doctoral degree,,,,,,,
Male,Philippines,34.0,Employed full-time,,,,,,,,,,,,,
Male,Brazil,30.0,I prefer not to say,Yes,,,,,,,,,,,,
Male,India,47.0,"Independent contractor, freelancer, or self-employed",,Data Analyst,Employed by professional services/consulting firm,Python,,Master's degree,"Information technology, networking, or system administration",Technology,,Most of the time,150000,USD,8
Female,Iran,22.0,"Not employed, but looking for work",,,,,,Bachelor's degree,"Information technology, networking, or system administration",,,,,,
Male,Vietnam,21.0,Employed part-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,,,,,,,
Female,India,19.0,"Not employed, but looking for work",,,,,,Bachelor's degree,Mathematics or statistics,,,,,,
Male,United States,28.0,Employed full-time,,Other,Employed by college or university,,,Doctoral degree,Mathematics or statistics,Academic,,,,,
Male,United States,23.0,"Not employed, but looking for work",,,,Python,1-2 years,Bachelor's degree,Computer Science,,,,,,
